Entrez_Gene_Id	Tumor_Sample_Barcode
60676	TCGA-02-0028-01A-01W
60676	TCGA-06-0176-01A-02W
60676	TCGA-02-0114-01A-01W
64115	TCGA-02-0010-01A-01W
79632	TCGA-02-0104-01A-01W-0318-08
79632	TCGA-02-0015-01A-01W-0318-08
79837	TCGA-02-0114-01A-01W
80028	TCGA-02-0114-01A-01W
80028	TCGA-02-0115-01A-01W
80036	TCGA-02-0010-01A-01W
80162	TCGA-02-0028-01A-01W
80835	TCGA-02-0014-01A-01W-0189-08
81704	TCGA-06-0145-01A-01W-0224-08
81704	TCGA-02-0026-01B-01W-0318-08
83729	TCGA-02-0014-01A-01W-0189-08
84253	TCGA-06-0190-01A-01W-0254-08
85366	TCGA-02-0043-01A-01W-0189-08
85415	TCGA-02-0071-01A-01W
85415	TCGA-02-0074-01A-01W
85415	TCGA-02-0075-01A-01W
85415	TCGA-02-0010-01A-01W
92797	TCGA-08-0245-01A-01W-0318-08
113402	TCGA-06-0178-01A-01W
114788	TCGA-06-0219-01A-01W-0254-08
116986	TCGA-02-0014-01A-01W
116986	TCGA-02-0043-01A-01W
120065	TCGA-06-0238-01A-02W-0323-08
122618	TCGA-02-0043-01A-01W
122622	TCGA-02-0114-01A-01W
139081	TCGA-02-0021-01A-01W
152006	TCGA-06-0138-01A-01W-0254-08
154664	TCGA-02-0060-01A-01W
154664	TCGA-02-0083-01A-01W
154664	TCGA-02-0028-01A-01W
157983	TCGA-06-0173-01A-01W
169522	TCGA-06-0176-01A-02W
196403	TCGA-02-0107-01A-01W-0206-08
203228	TCGA-02-0015-01A-01W-0318-08
221458	TCGA-02-0038-01A-01W
221938	TCGA-08-0246-01A-01W-0318-08
259266	TCGA-02-0010-01A-01W-0189-08
283455	TCGA-06-0648-01A-01W-0323-08
284443	TCGA-02-0010-01A-01W
285220	TCGA-06-0137-01A-01W-0224-08
399473	TCGA-08-0349-01A-01W-0323-08
445815	TCGA-06-0210-01A-01W-0254-08
445815	TCGA-02-0025-01A-01W-0318-08
